datetime,temperature,humidity,pressure,wind_speed,wind_deg,clouds,weather_main,weather_description
2023-01-01 00:00:00,8.519364471890064,84.54853051442552,1016.4745558222623,16.49630512994202,126.13100049625085,49.042728566023065,Rain,scattered clouds
2023-01-01 01:00:00,31.57412873167329,88.84516409149998,1018.0455952689132,13.446244990053398,56.860309443024484,15.5328753445783,Clouds,scattered clouds
2023-01-01 02:00:00,27.989976582278725,76.53683574538256,1005.442582940178,17.874100212407768,52.106394243381054,90.95115181803583,Clear,scattered clouds
2023-01-01 03:00:00,25.38826687768953,51.20476009480137,1026.2339847763676,12.75828251766354,188.80847587818755,47.093458868033736,Clouds,light rain
2023-01-01 04:00:00,18.51950478115915,54.346486341179016,1012.9185404857609,7.503041583944756,73.14171537044103,7.392667631792449,Clouds,scattered clouds
2023-01-01 05:00:00,28.89669936845351,82.17820360679806,994.8769793005255,12.688033546602453,2.204838499143129,15.085792710442647,Clear,clear sky
2023-01-01 06:00:00,12.06105178195803,46.811166453420135,1020.9113071515559,7.15679792924929,250.60339419861114,49.78652025099024,Clear,light rain
2023-01-01 07:00:00,14.919725964506075,38.511456666950565,1044.7135679076289,0.049923352200014204,118.27966619531028,19.656695429973215,Clouds,clear sky
2023-01-01 08:00:00,28.20927739005368,79.36825750028913,1000.8266710207236,16.33537803095996,265.3446429220445,71.10982531677566,Clouds,scattered clouds
2023-01-01 09:00:00,35.301521642169014,41.599953016740976,1030.3519645856366,16.98734710536119,321.5091660016524,42.585461292915674,Clouds,clear sky
2023-01-01 10:00:00,20.228696180342197,84.43798972502293,1000.9059142829765,14.961555981177204,333.10176125342247,56.43667118144246,Clouds,scattered clouds
2023-01-01 11:00:00,29.57010904361103,65.74092762096535,1020.8694743004904,4.54991934021624,63.986821939276,61.81706392934993,Rain,scattered clouds
2023-01-01 12:00:00,27.049581821672668,63.322191142285504,1023.7901087515482,2.7178445515177185,242.14500401001348,94.80453697102429,Clouds,clear sky
2023-01-01 13:00:00,29.143045784544057,76.54495988401024,1037.8249022894574,3.3987197890423926,26.988864303622016,93.35676991463396,Clear,clear sky
2023-01-01 14:00:00,18.08216629483463,30.98791729243065,996.7671772752801,10.019683143884393,166.75268273683025,37.587147538740325,Clear,clear sky
2023-01-01 15:00:00,23.507528448276553,72.81233978519212,1008.7596828461184,5.285183884630142,153.62660495827222,89.5803314096133,Clouds,clear sky
2023-01-01 16:00:00,24.617653540822864,65.90963726362286,1001.9935652428074,17.56632796198115,73.13959160110323,99.39770266567649,Clear,light rain
2023-01-01 17:00:00,39.98387532351159,61.426841269817224,1027.2876358091803,10.887413828620696,279.00046232797905,87.98576697388454,Clear,clear sky
2023-01-01 18:00:00,13.955038713363919,43.03956739954319,1025.8715893679114,9.00326108567235,328.7865011818278,5.08248325510422,Rain,light rain
2023-01-01 19:00:00,10.962098149971563,79.76606668553197,1016.8419138838805,17.43181419756511,92.91306811372355,32.71434063730311,Rain,light rain
2023-01-01 20:00:00,54.99389572375037,45.03901937443617,1011.4874766467824,1.6214738016382335,89.75055321687927,10.965967763925711,Clear,light rain
2023-01-01 21:00:00,28.089697466873798,59.38637250949778,1030.69805310564,17.419624388144477,70.43228020875094,68.39734156608561,Clear,light rain
2023-01-01 22:00:00,30.48506637665676,39.48482075662784,987.9232586600438,16.04262707617915,247.2954682969665,34.955542050280755,Rain,clear sky
2023-01-01 23:00:00,31.42167453307036,88.42261242504455,1015.7833600085274,13.741700649530744,20.305118290899763,18.854150615568166,Clear,clear sky
2023-01-02 00:00:00,32.7188522232306,41.6719730587821,1033.521651977295,2.2199479220445184,22.958616101010414,20.722534907715108,Clouds,scattered clouds
2023-01-02 01:00:00,33.989989872368334,78.19310408562882,985.7813468955353,1.047866593873672,62.6687881677597,37.51361847083802,Clouds,clear sky
2023-01-02 02:00:00,32.76457227037776,45.78475504977907,1004.7466525487251,3.322216734965675,196.47625978557272,59.55562095043076,Clouds,clear sky
2023-01-02 03:00:00,36.2702023858672,45.36259424447991,1003.9961761411586,5.4059738784323415,90.96647569527546,68.094683445633,Rain,light rain
2023-01-02 04:00:00,26.673912716412577,55.302623334226055,1004.9866209234392,12.324682243048366,355.42473232977386,2.1738046238004682,Clear,scattered clouds
2023-01-02 05:00:00,35.72224731298158,80.75085574203007,1048.5296318989213,1.60674313739962,142.26948868561811,98.12080646854695,Clear,clear sky
2023-01-02 06:00:00,43.9198647230296,71.25344504877128,970.7534349016,3.660814543185247,169.24985629204994,4.074932113605822,Clouds,light rain
2023-01-02 07:00:00,26.95915772720408,82.29809066240023,1003.9578126344758,4.008340864589113,23.531057422276575,98.01564839473285,Clear,clear sky
2023-01-02 08:00:00,29.807855095085433,32.83273825432828,1023.8462599803981,13.41405021141963,253.98733864564147,26.88840499498337,Clouds,scattered clouds
2023-01-02 09:00:00,19.201895840179034,87.34156368322702,1029.1407982361106,6.923437462220356,283.8907155683102,89.2269788627003,Clouds,clear sky
2023-01-02 10:00:00,23.351729744238245,34.62821370165566,1034.2211821137223,5.50511553028906,120.32263873876344,88.01572039592332,Clouds,clear sky
2023-01-02 11:00:00,28.528529395795612,73.26392334788645,984.3988942044624,0.581814529011011,261.3351933046623,48.40829913556702,Clear,clear sky
2023-01-02 12:00:00,21.10766059127443,42.43038928088222,1036.9484042743184,1.887050637788108,81.97256855958737,75.11320598636974,Clouds,clear sky
2023-01-02 13:00:00,25.924787084410557,80.45069139690366,1035.128973349153,10.994564138368798,287.30198856736024,66.45877829520069,Rain,clear sky
2023-01-02 14:00:00,28.41327982846318,81.74170185114318,997.4456583224185,12.666937440934067,195.20285572796743,82.19123102416323,Rain,scattered clouds
